study,domain,sub_domain,source,table_name,name,label,has_skip_logic,sensitivity,plab_facet,plab_subfacet,alexsa_facet
NA,NA,NA,Parent,NA,child_amerindian,race (according to parent) is only american indian / alaska native,NA,not sensitive,identities,race and ethnicity,_none_
NA,NA,NA,Parent,NA,child_pacific_islander,race (according to parent) is only pacific islander,NA,not sensitive,identities,race and ethnicity,_none_
NA,NA,NA,Parent,NA,child_asian,race (according to parent) is only asian,NA,not sensitive,identities,race and ethnicity,_none_
NA,NA,NA,Parent,NA,child_other,race (according to parent) is identified only as being another race not provided,NA,not sensitive,identities,race and ethnicity,_none_
NA,NA,NA,Parent,NA,child_multiracial,race (according to parent) is identified as being more than one race,NA,not sensitive,identities,race and ethnicity,_none_
NA,NA,NA,Parent,NA,parent_race_white,parent identifies as only white,NA,not sensitive,identities,race and ethnicity,_none_
NA,NA,NA,Parent,NA,parent_race_black,parent identifies as only black,NA,not sensitive,identities,race and ethnicity,_none_
NA,NA,NA,Parent,NA,parent_race_amerindian,parent identifies as only amerindian,NA,not sensitive,identities,race and ethnicity,_none_
NA,NA,NA,Parent,NA,parent_race_pacific_islander,parent identifies as only islander,NA,not sensitive,identities,race and ethnicity,_none_
NA,NA,NA,Parent,NA,parent_race_asian,parent identifies as only asian,NA,not sensitive,identities,race and ethnicity,_none_
NA,NA,NA,Parent,NA,parent_race_other,parent identifies as only other,NA,not sensitive,identities,race and ethnicity,_none_
NA,NA,NA,Parent,NA,parent_race_multiracial,parent identifies as more than one race,NA,not sensitive,identities,race and ethnicity,_none_
NA,NA,NA,Parent,NA,parent_time_streaming_shows_movies_weekday,time parent spends on typical weekday watching tv shows / movies on online streaming services,NA,not sensitive,caregiver screen time,not applicable,_none_
NA,NA,NA,Parent,NA,parent_time_watching_live_stream_youtube_weekday,"time parent spends on typical weekday watching live streams, YouTube, or other internet-specific media",NA,not sensitive,caregiver screen time,not applicable,_none_
NA,NA,NA,Parent,NA,parent_time_playing_singleplayer_videogames_weekday,time parent spends on typical weekday playing single-player videogames,NA,not sensitive,caregiver screen time,not applicable,_none_
NA,NA,NA,Parent,NA,parent_time_playing_multiplayer_videogames_weekday,time parent spends on typical weekday playing multi-player videogames,NA,not sensitive,caregiver screen time,not applicable,_none_
NA,NA,NA,Parent,NA,parent_time_texting_weekday,time parent spends on typical weekday texting,NA,not sensitive,caregiver screen time,not applicable,_none_
NA,NA,NA,Parent,NA,parent_time_social_media_weekday,time parent spends on typical weekday browsing social media,NA,not sensitive,caregiver screen time,not applicable,_none_
NA,NA,NA,Parent,NA,parent_time_video_chatting_weekday,time parent spends video chatting on typical weekday,NA,not sensitive,caregiver screen time,not applicable,_none_
NA,NA,NA,Parent,NA,parent_time_searching_web_weekday,time parent spents using search engines / browsing the internet on a typical weekday,NA,not sensitive,caregiver screen time,not applicable,_none_
NA,NA,NA,Parent,NA,parent_time_streaming_shows_movies_weekend,time parent spends on typical day of the weekend watching tv shows / movies on online streaming services,NA,not sensitive,caregiver screen time,not applicable,_none_
NA,NA,NA,Parent,NA,parent_time_watching_live_stream_youtube_weekend,"time parent spends on typical day of the weekend watching live streams, YouTube, or other internet-specific media",NA,not sensitive,caregiver screen time,not applicable,_none_
NA,NA,NA,Parent,NA,parent_time_playing_singleplayer_videogames_weekend,time parent spends on typical day of the weekend playing single-player videogames,NA,not sensitive,caregiver screen time,not applicable,_none_
NA,NA,NA,Parent,NA,parent_time_playing_multiplayer_videogames_weekend,time parent spends on typical day of the weekend playing multi-player videogames,NA,not sensitive,caregiver screen time,not applicable,_none_
NA,NA,NA,Parent,NA,parent_time_texting_weekend,time parent spends on typical day of the weekend texting,NA,not sensitive,caregiver screen time,not applicable,_none_
NA,NA,NA,Parent,NA,parent_time_social_media_weekend,time parent spends on typical day of the weekend browsing social media,NA,not sensitive,caregiver screen time,not applicable,_none_
NA,NA,NA,Parent,NA,parent_time_video_chatting_weekend,time parent spends video chatting on typical day of the weekend,NA,not sensitive,caregiver screen time,not applicable,_none_
NA,NA,NA,Parent,NA,parent_time_searching_web_weekend,time parent spents using search engines / browsing the internet on a typical day of the weekend,NA,not sensitive,caregiver screen time,not applicable,_none_
NA,NA,NA,Youth,NA,youth_time_streaming_shows_movies_weekday,time youth spends on typical weekday watching tv shows / movies on online streaming services,NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Youth,NA,youth_time_streaming_shows_on_smartphone_weekday,time youth spends on typical weekday watching tv shows / movies on online streaming services on their smartphone specifically,NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Youth,NA,youth_time_watching_live_stream_youtube_weekday,"time youth spends on typical weekday watching live streams, YouTube, or other internet-specific media",NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Youth,NA,youth_time_playing_singleplayer_videogames_weekday,time youth spends on typical weekday playing single-player videogames,NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Youth,NA,youth_time_playing_singleplayer_videogames_on_smartphone_weekday,time youth spends on typical weekday playing single-player videogames on smartphone specifically,NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Youth,NA,youth_time_playing_multiplayer_videogames_weekday,time youth spends on typical weekday playing multi-player videogames,NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Youth,NA,youth_time_playing_multiplayer_videogames_on_smartphone_weekday,time youth spends on typical weekday playing multi-player videogames on smartphone specifically,NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Youth,NA,youth_time_texting_weekday,time youth spends on typical weekday texting,NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Youth,NA,youth_time_texting_on_smartphone_weekday,time youth spends on typical weekday texting on their smartphone specifically,NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Youth,NA,youth_time_social_media_weekday,time youth spends on typical weekday browsing social media,NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Youth,NA,youth_time_social_media_on_smartphone_weekday,time youth spends on typical weekday browsing social media on their smartphone specifically,NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Youth,NA,youth_time_editing_photos_weekday,time youth spends editing their photos on a typical weekday,NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Youth,NA,youth_time_video_chatting_weekday,time youth spends video chatting on typical weekday,NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Youth,NA,youth_time_video_chatting_on_smartphone_weekday,time youth spends video chatting on typical weekday on their smartphone,NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Youth,NA,youth_time_searching_web_weekday,time youth spents using search engines / browsing the internet on a typical weekday,NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Youth,NA,youth_school_related_screens_weekday,time youth spends on screens for school-related things on a typical weekday,NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Youth,NA,youth_school_related_screens_on_smartphone_weekday,time youth spends on screens for school-related things on a typical weekday on their smartphone,NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Youth,NA,youth_total_screen_time_weekday,total time youth spends on screens on a typical weekday,NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Youth,NA,youth_total_screen_time__on_smartphone_weekday,total time youth spends on screens on a typical weekday on their smartphone,NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Youth,NA,youth_time_streaming_shows_movies_weekend,time youth spends on typical day of the weekend watching tv shows / movies on online streaming services,NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Youth,NA,youth_time_streaming_shows_movies_on_smartphone_weekend,time youth spends on typical weekday watching tv shows / movies on online streaming services on their smartphone specifically,NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Youth,NA,youth_time_watching_live_stream_youtube_weekend,"time youth spends on typical day of the weekend watching live streams, YouTube, or other internet-specific media",NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Youth,NA,youth_time_playing_singleplayer_videogames_weekend,time youth spends on typical day of the weekend playing single-player videogames,NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Youth,NA,youth_time_playing_singleplayer_videogames_on_smartphone_weekend,time youth spends on typical day of the weekend playing single-player videogames specifically on their smartphone specifically,NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Youth,NA,youth_time_playing_multiplayer_videogames_weekend,time youth spends on typical day of the weekend playing multi-player videogames,NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Youth,NA,youth_time_playing_multiplayer_videogames_on_smartphone_weekend,time youth spends on typical day of the weekend playing multi-player videogames specifically on their smartphone,NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Youth,NA,youth_time_texting_weekend,time youth spends on typical day of the weekend texting,NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Youth,NA,youth_time_texting_on_smartphone_weekend,time youth spends on typical day of the weekend texting specifically on their smartphone,NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Youth,NA,youth_time_social_media_weekend,time youth spends on typical day of the weekend browsing social media,NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Youth,NA,youth_time_social_media_on_smartphone_weekend,time youth spends on typical day of the weekend browsing social media specifically on their smartphone,NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Youth,NA,youth_time_editing_photos_weekend,time youth spends editing their photos on a typical day of the weekend,NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Youth,NA,youth_time_video_chatting_weekend,time youth spends video chatting on typical day of the weekend,NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Youth,NA,youth_time_video_chatting_on_smartphone_weekend,time youth spends video chatting on typical day of the weekend specifically on their smartphone,NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Youth,NA,youth_time_searching_web_weekend,time youth spents using search engines / browsing the internet on a typical day of the weekend,NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Youth,NA,youth_school_related_screens_weekend,time youth spends on screens for school-related things on a typical day of the weekend,NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Youth,NA,youth_school_related_screens_on_smartphone_weekend,time youth spends on screens for school-related things on a typical day of the weekend specifically on their smartphone,NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Youth,NA,youth_total_screen_time_weekend,total time youth spends on screens on a typical day of the weekend,NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Youth,NA,youth_total_screen_time__on_smartphone_weekend,total time youth spends on screens on a typical day of the weekend specifically on their,NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Youth,NA,youth_social_media_account_public,is this social media account the youth uses the most public 0/1,NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Youth,NA,youth_social_media_account_private,is the social media account the youth uses the most private 0/1,NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Youth,NA,youth_total_time_social_media_daily,youth estimated time spent on social media per day,NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Youth,NA,youth_y_gay_or_bisexual,"yes response from youth to ""are you gay or bisexual""",NA,maybe sensitive,identities,sexual orientation,_none_
NA,NA,NA,Youth,NA,youth_y_maybe_gay_or_bisexual,"maybe response from youth to ""are you gay or bisexual""",NA,maybe sensitive,identities,sexual orientation,_none_
NA,NA,NA,Parent,NA,child_not_in_school,child is not in school,NA,not sensitive,school,not applicable,_none_
NA,NA,NA,Parent,NA,child_in_reg_public_school,child is in a regular public school,NA,not sensitive,school,not applicable,_none_
NA,NA,NA,Parent,NA,child_in_reg_private_school,child is in a regrlar private school,NA,not sensitive,school,not applicable,_none_
NA,NA,NA,Parent,NA,child_in_vocational_technical_school,child is in a vocational / technical school,NA,not sensitive,school,not applicable,_none_
NA,NA,NA,Parent,NA,child_in_charter_school,child is in a charter school,NA,not sensitive,school,not applicable,_none_
NA,NA,NA,Parent,NA,child_in_online_school,child is in a online school,NA,not sensitive,school,not applicable,_none_
NA,NA,NA,Parent,NA,child_in_home_school,child is in a home school,NA,not sensitive,school,not applicable,_none_
NA,NA,NA,Parent,NA,child_in_specialized_school_for_emotional_behavioral_problems,child is in a specialized school for behavioral/emotional problems,NA,maybe sensitive,school,not applicable,_none_
